B,posemo,anx,anger,sad,affiliation
number-14-1963.jpg,48.72,0,2.56,2.56,5.88
number-15-1953.jpg,51.28,5.13,0,0,0
number-17-1962.jpg,17.65,0,2.94,2.94,0
number-182-1961.jpg,40.48,7.14,2.38,4.76,5.26
number-2-1950.jpg,20,8,8,8,0
number-20-1949-1.jpg,38.89,5.56,0,9.26,0
number-20-1949.jpg,52.94,0,0,0,0
number-23-1960.jpg,43.59,10.26,0,0,0
number-27-1964.jpg,23.68,2.63,2.63,10.53,0
number-9-in-praise-of-gertrude-stein-1950.jpg,46.94,18.37,0,6.12,2.27
o-colecionador-de-belas-artes-o-colecionador-do-1-dia-1970.jpg,31.71,4.88,0,7.32,0
o-farol-1915.jpg,52.5,5,0,7.5,2.78
o-homem-de-sete-cores-1916.jpg,39.02,9.76,0,14.63,0
o-milagre-de-ourique-1793.jpg,42.68,12.2,8.54,14.63,2.6
o-neil-s-wharf-1913.jpg,52.29,6.11,1.15,11.45,1.55
o2-43-44-ou-o-violino-1944.jpg,66.67,0,3.33,0,0
o32-60-1960.jpg,56,4,0,14,0
oak-1934.jpg,50,0,5.26,0,0
oberland-bernois-1967.jpg,70.27,0,0,2.7,0
oberon-1949.jpg,51.22,4.88,7.32,2.44,0
oberstdorf-mountains-1912.jpg,45.95,8.11,0,8.11,0
object-1960.jpg,34.09,2.27,2.27,6.82,0
object-le-d-jeuner-en-fourrure-1936.jpg,22.22,25.93,0,0,0
objekt-fantom-1937.jpg,28.57,23.81,0,0,0
oblique-7-1968.jpg,45.71,8.57,0,0,0
ocean-park-no-30.jpg,43.24,0,0,0,0
october-1955.jpg,40,6.67,3.33,13.33,0
october-idyll-1905.jpg,0,30.19,7.55,39.62,0
odalisque.jpg,66.67,0,0,0,13.73
odysseus-discovers-achilles.jpg,62.75,7.84,0,0,4.35
oe-250-schwarz-vor-zweimal-rot-1957.jpg,22.22,5.56,2.78,5.56,6.25
oe-260-1957.jpg,40,0,0,16.67,0
oe-280-komposition-in-rot-mit-wei-und-blau-1959.jpg,45,0,0,2.5,2.78
oedipus-taken-down-from-the-tree-1847.jpg,61.7,10.64,0,0,14.63
officer-of-the-chasseurs-charging-on-horseback.jpg,54.05,10.81,0,0,0
officers-and-sergeants-of-the-st-hadrian-civic-guard-1639.jpg,53.85,1.92,1.92,3.85,0
ohara-1962.jpg,20,12,8,4,4.76
old-fisherman-1902.jpg,21.82,9.09,9.09,23.64,0
old-flame-1974.jpg,47.37,5.26,0,7.89,5.88
old-man-with-a-young-boy.jpg,78.79,0,0,0,25
old-parents-visiting-the-grave-of-their-son-1874.jpg,20.51,10.26,0,41.03,2.94
old-slave-sketch-for-lesya-ukrainka-s-play-in-the-catacombs-1920.jpg,20.69,15.52,0,37.93,0
old-woman-in-the-garden-1906.jpg,28.57,5.71,0,20,0
old-woman-with-child-and-goose-1885.jpg,66.11,1.99,0,3.65,14.19
olympia-1863.jpg,46.81,0,0,4.26,7.14
on-a-seacoast-1900.jpg,65.91,0,0,0,5.13
on-me-fait-signe-1964.jpg,42.31,7.69,3.85,5.77,0
on-the-balcony-1957.jpg,51.22,14.63,0,7.32,5.56
on-the-grand-canal-venice.jpg,64,0,0,0,2.27
on-the-island-valaam.jpg,55.56,0,4.44,2.22,0
on-the-lake-shore-near-bronte-1909.jpg,54,2,0,8,0
on-the-terrace-at-s-vres-1880.jpg,70.83,0,0,8.33,9.09
on-the-thames.jpg,76.09,0,0,0,5
on-white-ii-1923.jpg,50,0,0,3.33,0
one-1962.jpg,54.55,0,0,3.03,0
one-1971.jpg,45.16,0,0,0,0
one-ton-prop-house-of-cards-1969.jpg,37.04,3.7,0,11.11,0
one-year-the-milkweed.jpg,32.5,17.5,2.5,7.5,0
onement-i-1948.jpg,32.35,5.88,2.94,0,0
onkel-bonbon-1983.jpg,40,10,0,10,0
op-ration-secr-te-1962.jpg,42.53,11.11,2.3,9.96,2.33
open-white-center-1974.jpg,50,0,0,0,0
opus-1-1921.jpg,51.61,0,0,3.23,0
opus-14-1927.jpg,21.88,18.75,0,12.5,0
opus-4-1949.jpg,43.54,1.36,0.68,1.36,0
opus-55-r-gne-de-l-acier-poli-heerschappij-van-gepolijst-staal-1923.jpg,42.5,12.5,2.5,12.5,0
opus-ii-n-40-1961.jpg,22.86,34.29,2.86,11.43,0
orange-and-red-1957.jpg,45.45,3.03,0,6.06,0
orange-and-yellow(1).jpg,37.5,6.25,0,0,0
orange-black-and-white-composition-1953.jpg,61.76,0,0,0,3.33
orange-no-1-1969.jpg,57.89,0,2.63,0,9.09
orfeu-nos-infernos-1904.jpg,5.13,41.03,0,35.9,0
orfeu-nos-infernos-detail-1904.jpg,17.65,25,5.88,25,0
organic-landscape-1932.jpg,20.59,17.65,0,17.65,0
origin-1956.jpg,28.95,21.05,0,18.42,0
orph-e-1958.jpg,37.5,7.5,0,7.5,0
orpheus-1776.jpg,20.83,25,0,33.33,0
orpheus.jpg,72,4,0,0,12.77
os-galgos-1911.jpg,36.36,12.73,0,23.64,8
ossian-receiving-the-ghosts-of-the-french-heroes-1801(1).jpg,57.14,10.71,7.14,3.57,3.85
otage-1943.jpg,48.94,4.26,2.13,4.26,0
oto-o-en-el-gran-teatro-cervantes-de-t-nger-leo-lienzo-tabla-165x122cm-2002-2003.jpg,33.93,3.57,1.79,14.29,2.04
otto-mueller-bauerngeh-ft-in-frankreich-ca1916.jpeg,14.29,4.76,0,45.24,0
otto-mueller-t-nzerin-mit-schleier-von-einem-mann-beobachtet-ca1903.jpeg,69.23,0,0,0,8.7
our-lady-1758.jpg,21.43,7.14,2.38,52.38,7.89
outside-the-stable.jpg,62.79,0,0,2.33,7.89
over-and-above-13-1964.jpg,14.71,26.47,20.59,5.88,0
over-and-above-14-1964.jpg,22.22,22.22,2.22,8.89,0
over-the-town-1918.jpg,82.98,0,0,0,30.95
owambo-1948.jpg,35.29,8.82,0,8.82,0
p-086-s-2-k-7-3.jpg,46.51,4.65,0,2.33,0
p-284-s-2-g-9-1.jpg,40,23.64,0,12.73,2
p-trification-1940.jpg,19.35,22.58,0,9.68,0
paesaggio-interiore-apertura-del-diaframma-1921.jpg,34.15,2.44,0,17.07,2.78
painted-from-nature-1937.jpg,47.35,14.33,2.18,4.98,2.22
painted-on-21st-street-1951.jpg,36.67,6.67,0,6.67,0
painterly-architectonic.jpg,47.92,0,0,10.42,0
painting-1959.jpg,24.39,2.44,0,4.88,5.41
painting-i-1957.jpg,47.22,8.33,0,11.11,0
paisagem-com-a-filha-da-francesa-nesse-dia-1966.jpg,43.24,5.41,0,2.7,3.12
paisagem-da-trafaria-1955.jpg,64.86,0,0,0,3.12
paisajo-1960.jpg,27.27,3.03,0,21.21,0
palacios-en-br-a-1932.jpg,52.08,2.08,0,6.25,4.55
pandemonium-1825.jpg,20.97,20.97,11.29,19.35,0
pankiewicz-woz-z-sianem-1890.jpg,52.63,0,0,0,0
panoramic-landscape.jpg,63.89,0,0,0,0
paolina-borghese-as-venus-victrix-1808.jpg,79.55,0,0,0,17.5
paper-bag-1968.jpg,25.58,16.28,0,4.65,0
papier-d-coup-et-coll-1967.jpg,34.29,0,0,5.71,0
parable-of-the-blind-1568.jpg,7.69,20.51,5.13,20.51,0
paradise-paradise-1999.jpg,63.33,3.33,0,3.33,3.85
parasol-1964.jpg,70.97,0,0,0,0
parcel-7-1969.jpg,29.22,9.13,0.46,10.96,0.47
paris-1816.jpg,66.67,0,0,0,11.36
paris-a-rainy-day-1877.jpg,57.58,0,0,12.12,14.81
parisian-interior-1910.jpg,55.26,0,0,2.63,9.38
parisian-lady-1910.jpg,59.38,6.25,0,0,0
partition-1962.jpg,52.78,5.56,0,5.56,0
pasiphae-1.jpg,40.43,10.64,2.13,6.38,2.38
pasiphae-2.jpg,20,38,4,2,2.17
passage-rosion-1968.jpg,41.67,0,11.11,2.78,3.23
passage-rosion-vermillion-1967.jpg,44.24,7.91,1.44,9.71,2.2
passion-flower-1968(1).jpg,70.59,0,0,0,6.67
passion-of-christ-2.jpg,17.5,23.75,5,31.25,2.63
passionate-lovers-viii-1974.jpg,65.85,7.32,0,4.88,37.84
pastoral-scene-with-a-peasant-family-1753.jpg,63.27,2.04,0,0,13.64
pastry-case-1961.jpg,45.95,2.7,0,2.7,6.06
patchwork-quilt-1970.jpg,32.73,7.27,0,14.55,4
patrocles.jpg,28.57,16.67,0,11.9,2.7
paul-gauguin-s-armchair-1888.jpg,36.36,4.55,0,9.09,0
paul-revere-1770-1.jpg,46.3,3.7,1.85,0,0
paumgartner-altar.jpg,47.75,10.96,1.4,9.27,3.12
pavane-1954.jpg,42.5,5,5,2.5,0
paysage-1914.jpg,48.57,8.57,0,8.57,0
paysage-au-lambrequin-rose-1914.jpg,47.92,2.08,0,6.25,0
paysage-rustique-1978.jpg,48.89,0,0,13.33,2.5
peasant-children-in-the-field.jpg,62.22,2.22,0,2.22,17.07
peasant-family-at-table-from-the-room-of-rustic-scenes-in-the-foresteria-guesthouse-1757.jpg,48.48,1.52,1.52,6.06,6.56
peasant-woman-from-muscel-1874.jpg,67.31,0,0,0,10.87
peasant-woman-with-green-headscarf.jpg,45.45,4.55,0,9.09,10.26
peasants-drinking-and-making-music-in-a-barn.jpg,51.85,5.56,0,1.85,0
peasants-meal-1774.jpg,29.73,2.7,0,16.22,9.68
peg-top-1937.jpg,30.3,30.3,0,3.03,0
pegaso-de-sol-1922.jpg,48,10,2,6,4.44
peinture-58-opus-58-1923.jpg,33.33,0,0,2.56,2.86
peinture-acrylique-blanche-sur-tissu-ray-blanc-et-orange-1967.jpg,51.28,5.13,0,2.56,0
peinture-n-10-1965.jpg,37.5,12.5,3.12,9.38,3.28
peinture-relief-1955.jpg,25.93,0,0,11.11,0
peisaj-cu-arbore-fr-nt.jpg,46.34,0,4.88,12.2,0
penitent-st-jerome-1507.jpg,50,9.26,0,1.85,0
pentecast-1909.jpg,35.56,22.22,4.44,13.33,2.56
penth-sil-e-1937.jpg,25.93,14.81,3.7,22.22,0
people-birds-and-sun-1954.jpg,23.4,21.28,4.26,12.77,4.88
pepper-no-30-1930.jpg,29.27,17.07,0,17.07,11.11
percolator-1927.jpg,58.7,1.74,1.3,4.78,0.88
pere-ubu-1936.jpg,18.92,29.73,0,16.22,3.03
persee-killing-the-dragon-1910.jpg,36.36,20.45,11.36,0,7.69
perseus-delivering-andromeda.jpg,69.09,5.45,0,1.82,32
perseus-rescuing-andromeda-1510.jpg,41.67,15,3.33,11.67,7.27
perseus-rescuing-andromeda-1611.jpg,55.07,11.59,7.25,2.9,14.06
perseus-with-the-head-of-medusa-1806.jpg,29.79,19.15,10.64,2.13,0
persian-garden-1966.jpg,48.78,2.44,0,0,2.78
persiana-1963.jpg,29.41,0,0,0,0
perspective-with-a-portico-1765.jpg,50,2,0,8,2.17
perspectives-1956.jpg,49.04,6.13,4.6,4.6,1.57
perugino-lotta-tra-amore-e-castita-1.jpg,6.45,38.71,9.68,19.35,0
peter-ii-duke-of-bourbon-presented-by-st-peter-left-hand-wing-of-a-triptych-1498.jpg,50,5.77,0,1.92,2.08
peter-leopold-nassau-cowper-5th-earl-cowper.jpg,61.9,0,2.38,4.76,2.56
peter-the-great-interrogating-the-tsarevich-alexei-petrovich-at-peterhof.jpg,26.19,16.67,0,33.33,0
petit-jardin-du-jaune-1976.jpg,29.03,0,0,12.9,0
ph-21-1962.jpg,48.72,15.38,0,0,0
phantom-and-yellow-table-1952.jpg,46.07,10.11,2.62,7.87,0.76
phenomena-amber-sight.jpg,60,2.86,0,0,6.9
phenomena-astral-blue.jpg,54.76,2.38,0,7.14,13.89
phenomena-lands-end.jpg,54.55,4.55,0,9.09,2.56
phenomena-waiting-gables.jpg,51.28,0,0,5.13,6.06
phi-1961.jpg,42.86,0,0,0,0
piazza-san-marco-no-5-1958.jpg,25.71,14.29,0,11.43,0
piero-eldest-son-of-lorenzo-the-magnificent-called-piero-the-unfortunate.jpg,52.5,0,0,2.5,2.94
pierre-bladelin-triptych-1450.jpg,72.07,4.5,0.9,4.05,10.23
piet-1533.jpg,6.52,23.91,0,54.35,0
pieta.jpg,42.59,3.7,0,31.48,16.33
pig-1971.jpg,34.38,9.38,0,0,0
pilgrimage-4-1977.jpg,31.91,0,0,17.02,0
pilgrimage-to-the-cedars-in-lebanon-1907.jpg,66.67,7.14,0,4.76,2.63
pillar-of-fire-1961.jpg,39.53,11.63,0,4.65,0
pink-and-blue-1881.jpg,71.21,1.52,0,4.55,22.95
pink-butress-1966.jpg,59.52,0,0,0,0
pink-mississippi-1954.jpg,31.25,12.5,18.75,0,7.14
pintura-1974.jpg,40.54,0,8.11,5.41,0
pintura-222-60-1960.jpg,6.82,29.55,2.27,20.45,0
pintura-i-mat-ries-1960.jpg,14.63,9.76,9.76,21.95,0
pitcher-lemons-and-book-1966.jpg,44,8,0,6,8.51
pitlessie-fair-1804.jpg,53.93,6.74,0,4.12,3.82
place-de-la-concorde-1875.jpg,50,0,0,6.82,10.26
planeta-en-roma-leo-lienzo-tabla-120-x-80-cm-2012.jpg,32,14,0,14,2.38
planets-1974.jpg,39.13,13.04,0,4.35,4.76
plate-from-la-poup-e-1936(6).jpg,11.11,31.48,3.7,24.07,2.04
plate-of-christmas-cookies-1971.jpg,70.59,0,0,0,3.33
playmates-1884.jpg,69.23,0,0,1.92,18.75
pleasure-of-wearing-1971.jpg,41.67,0,0,16.67,0
ploumanac-h-1908.jpg,70,0,0,0,2.78
pm-zoom-1963.jpg,43.24,0,5.41,0,2.94
poarta-templului-lama-peking-1915.jpg,62.16,0,0,0,0
points-1963.jpg,34.21,0,0,10.53,0
points-d-hostilite-no-2-a-1941.jpg,43.48,6.52,0,4.35,0
polish-insurgents-in-the-forrest-at-night.jpg,47.92,4.17,2.08,8.33,0
polynesie-en-bleu-1953.jpg,18.18,36.36,3.03,3.03,0
polyptych-annunziata-assumption-of-mary.jpg,76.74,0,0,2.33,0
polyptych-annunziata-john-the-baptist.jpg,54.39,7.02,0,8.77,1.89
polyptych-annunziata-st-helena.jpg,52.38,2.38,0,4.76,2.63
polyptych-annunziata-st-illuminata.jpg,60.61,3.03,0,15.15,0
polyptych-annunziata-st-philip-benizi.jpg,55.1,2.04,0,4.08,2.22
polyptych-of-the-virgin-the-annunciation-the-visitation-the-adoration-of-the-angels-and-the.jpg,58.18,1.82,0,7.27,10.2
polyptych-with-st-gregory-1473.jpg,61.29,0,0,0,0
pont-st-michel-1908.jpg,45.45,4.55,0,2.27,2.56
pont-y-pair-1799.jpg,71.05,0,0,0,0
poor-lisa-1827.jpg,57.41,1.85,0,9.26,8.33
pop-queen-1967.jpg,51.72,6.9,1.72,3.45,3.7
poplars-at-giverny.jpg,68.77,2.58,0.86,4.87,5.51
port-la-rochellef.jpg,55.81,0,0,0,0
port-of-dieppe-1903.jpg,36.11,2.78,0,30.56,0
port-of-marseilles-1916.jpg,60.47,5.58,1.86,7.44,4.27
port-of-the-queen-at-aigues-mortes.jpg,55.81,2.33,0,2.33,0
portinari-triptych-1478.jpg,58.82,0,0,5.88,2.17
portr-t-der-charlotte-berend-corinth-1912.jpg,50,0,0,11.76,6.9
portr-t-des-tierarztes-dr-reindl-in-der-laube-1890.jpg,58.06,4.84,0,8.06,5.17
portr-t-frau-signe-hallberg-1916.jpg,61.11,0,0,0,3.12
portrait-d-une-n-gresse-1800.jpg,52.82,10.92,0,10.56,9.25
portrait-de-jacques-nayral-1911.jpg,34.25,7.76,3.65,9.59,0.47
portrait-de-mlle-de-cabarrus-1848.jpg,61.54,2.56,0,0,5.88
portrait-of-a-bearded-gentleman-1510.jpg,75,0,0,0,8.82
portrait-of-a-boy-1500.jpg,35.14,10.81,2.7,8.11,3.03
portrait-of-a-condottiero-1622.jpg,67.35,0,0,4.08,0
portrait-of-a-davydov-1809.jpg,43.9,7.32,0,12.2,0
portrait-of-a-g-bobrinsky-in-his-childhood.jpg,70.21,0,0,2.13,16.67
portrait-of-a-g-spiridov-1772.jpg,49.06,5.66,0,7.55,4.26
portrait-of-a-gentleman-in-red-1739.jpg,75,0,0,0,0
portrait-of-a-gentleman.jpg,37.7,5.74,3.69,5.33,1.26
portrait-of-a-gentleman.jpg,42.11,2.63,5.26,5.26,3.12
portrait-of-a-german-officer-1914.jpg,40.91,18.18,2.27,9.09,0
portrait-of-a-girl-1873.jpg,55,7.67,0.33,9,10.85
portrait-of-a-girl-1909.jpg,30.3,18.18,0,12.12,0
portrait-of-a-girl-wearing-a-green-dress-1899.jpg,27.13,13.83,1.33,35.64,2.69
portrait-of-a-girl.jpg,62.5,2.08,0,2.08,6.98
portrait-of-a-girl.jpg,23.68,0,0,31.58,0
portrait-of-a-goldsmith.jpg,50,0,0,0,0
portrait-of-a-kleptomaniac-1822.jpg,31.82,6.82,0,20.45,0
portrait-of-a-knight-1510.jpg,53.33,4.44,0,0,0
portrait-of-a-lady-1460(1).jpg,37.78,8.89,0,22.22,0
portrait-of-a-lady-1530.jpg,69.05,2.38,0,0,8.33
portrait-of-a-lady-1799.jpg,78.05,4.88,0,0,5.26
portrait-of-a-lady-as-st-lucy-1500.jpg,66.67,1.85,0,0,10.2
portrait-of-a-lady-in-a-green-dress-1530.jpg,49.21,0,6.35,7.94,3.45
portrait-of-a-lady-thought-to-be-anne-boleyn.jpg,60.87,0,0,4.35,0
portrait-of-a-man-1462.jpg,53.06,8.16,2.04,6.12,2.27
portrait-of-a-man-1475.jpg,58.14,0,0,0,0
portrait-of-a-man-the-condottiero-1475.jpg,37.78,0,6.67,8.89,0
portrait-of-a-man.jpg,43.59,2.56,2.56,12.82,5.88
portrait-of-a-noble-lady.jpg,53.49,4.65,2.33,11.63,10.81
portrait-of-a-noble-man.jpg,45.83,2.08,0,6.25,0
portrait-of-a-philosopher.jpg,47.06,5.88,0,0,0
portrait-of-a-princess-of-the-house-of-este-1449.jpg,41.03,0,5.13,17.95,0
portrait-of-a-venetian-nobleman.jpg,35.9,5.13,5.13,7.69,0
portrait-of-a-woman-1464.jpg,34.15,4.88,4.88,21.95,2.86
portrait-of-a-woman-1498.jpg,51.67,5.42,0.83,8.33,2.97
portrait-of-a-woman.jpg,65.12,2.33,0,0,10.53
portrait-of-a-young-girl-1880.jpg,18.6,9.3,0,39.53,2.63
portrait-of-a-young-girl.jpg,30,2.5,7.5,10,0
portrait-of-a-young-man-1425.jpg,41.3,0,0,13.04,2.44
portrait-of-a-young-married-couple-1620.jpg,68.52,6.48,0.46,3.24,18.01
portrait-of-a-young-woman-in-a-hat-jadwiga-zak-1913.jpg,31.58,5.26,0,21.05,3.03
portrait-of-a-young-woman-in-a-pinned-hat-1435.jpg,58.14,0,0,0,0
portrait-of-a-young-woman-with-red-hat-1900.jpg,27.27,2.27,2.27,45.45,0
portrait-of-a-young-woman.jpg,43.08,6.15,0,4.62,3.28
portrait-of-a-youth-holding-an-arrow-1510.jpg,70.73,0,0,4.88,11.11
portrait-of-alexander-kokorinov-director-and-first-rector-of-the-academy-of-arts-in-st-1769.jpg,70.45,0,0,0,0
portrait-of-alexander-lanskoy-aide-de-camp-to-the-empress-1782.jpg,74.19,0,0,0,0
portrait-of-alexander-pushkin-1827.jpg,59.09,6.82,0,2.27,7.89
portrait-of-alexander-sakharoff-1909.jpg,42.11,21.05,0,0,0
portrait-of-alexandra-struiskaya.jpg,45.45,0,0,12.12,3.7
portrait-of-alexey-bobrinsky-as-a-child-1769-1.jpg,62.5,2.5,0,0,0
portrait-of-an-old-woman-1470.jpg,50,4.35,0,8.7,0
portrait-of-an-unknown-man-in-a-cocked-hat.jpg,67.65,0,2.94,8.82,0
portrait-of-anna-maria-magnani-1814.jpg,64.86,8.11,0,0,6.25
portrait-of-anna-muravyova-1768.jpg,75.51,0,0,0,13.95
portrait-of-anna-pitt-as-hebe-1792.jpg,62.96,0,0,0,4.17
portrait-of-antonius-anselmus-his-wife-and-their-children-1577.jpg,76.92,3.85,0,1.92,33.33
portrait-of-ariosto-1510.jpg,55.26,2.63,2.63,5.26,0
portrait-of-arnold-schonberg.jpg,38.54,6.77,3.65,16.15,1.06
portrait-of-augusta-of-saxe-gotha-princess-of-wales.jpg,60,0,2.22,2.22,0
portrait-of-beatrice-hastings-1915.jpg,52.17,6.52,0,4.35,9.76
portrait-of-catherine-ii-of-russia.jpg,60,3.64,0,3.64,4.08
portrait-of-catherine-ii.jpg,64.1,0,0,5.13,5.71
portrait-of-charles-d-amboise-1507.jpg,37.14,2.86,5.71,0,0
portrait-of-charles-ii-of-bourbon.jpg,70.27,2.7,0,0,3.03
portrait-of-charles-the-bold-1.jpg,36.96,2.17,2.17,8.7,2.5
portrait-of-charles-vii-king-of-france.jpg,44.44,0,0,13.89,0
portrait-of-christine-of-lorraine-grand-duchess-of-tuscany-1589.jpg,29.03,9.68,0,3.23,0
portrait-of-colonel-evgraf-v-davydov-1809.jpg,42.22,0,0,0,0
portrait-of-constance-mayer-1804.jpg,77.55,0,0,0,13.95
portrait-of-count-i-g-orlov.jpg,67.31,1.92,0,0,0
portrait-of-count-orlov-chesmensky-1779.jpg,69.57,0,0,0,0
portrait-of-countess-n-f-vorontsova.jpg,75.61,0,0,0,5.41
portrait-of-dante(1).jpg,50,0,0,5,0
portrait-of-david-hume.jpg,72.5,0,0,0,0
portrait-of-denis-davydov-1814.jpg,42.55,2.13,8.51,6.38,2.44
portrait-of-diego-rivera-1914-1.jpg,53.57,3.57,0,0,4.55
portrait-of-doctor-gachet-1890.jpg,9.09,6.82,0,59.09,0
portrait-of-dora-maar-1937-1.jpg,62,4,0,12,6.52
portrait-of-e-n-khruschova-and-princess-e-n-khovanskaya-1773.jpg,85.71,0,0,0,23.08
portrait-of-elena-annenkova-1917.jpg,53.06,2.04,0,12.24,4.65
portrait-of-elisa-bonaparte-grand-duchess-of-tuscany-1805.jpg,61.13,3.1,1.13,3.94,3.41
portrait-of-elisabeth-mertens-and-her-late-husband.jpg,57.5,9.38,1.88,6.25,11.11
portrait-of-empress-catherine-ii-with-traveling-dress-1787.jpg,58.82,3.92,0,5.88,6.67
portrait-of-erasmus-of-rotterdam-1523.jpg,52.63,0,2.63,5.26,0
portrait-of-familie-copley-1776.jpg,85.19,0,0,0,32.65
portrait-of-fra-zumel-francisco.jpg,63.64,0,0,0,0
portrait-of-georg-tannstetter-collimitius.jpg,54.43,3.61,2.95,5.25,0.67
portrait-of-george-washington-and-william-billy-lee-1780.jpg,74,2,0,0,0
portrait-of-georges-anthony-1796.jpg,75,0,0,0,2.63
portrait-of-gerolamo-casio-1495.jpg,36.59,19.51,0,12.2,2.78
portrait-of-gillis-hooftman-shipowner-and-his-wife-margaretha-van-nispen-1570.jpg,34.69,10.2,2.04,8.16,2.22
portrait-of-giovane-donna.jpg,64.29,0,0,2.38,0
portrait-of-giovanna-tornabuoni.jpg,56.82,2.27,0,2.27,5.13
portrait-of-giovanni-arnolfini-1435.jpg,47.92,2.08,2.08,2.08,2.27
portrait-of-hassel-smith-1951.jpg,35,12.5,0,20,0
portrait-of-henry-viii-king-of-england.jpg,48.08,1.92,1.92,11.54,2.08
portrait-of-hermine-david-1910.jpg,48.43,5.97,0.31,18.55,3.19
portrait-of-jean-baptiste-belley-1798(1).jpg,43.75,3.95,4.28,8.22,0.67
portrait-of-jean-cocteau-1916.jpg,51.02,4.08,0,18.37,0
portrait-of-johan-wierts-1635.jpg,51.43,0,0,0,0
portrait-of-katharine-rhoades-1912.jpg,29.55,0,2.27,6.82,0
portrait-of-king-louis-xv-1748.jpg,69.23,0,0,0,0
portrait-of-leo-tolstoy-1873.jpg,56.67,5,1.67,5,1.82
portrait-of-leonilla-princess-of-sayn-wittgenstein.jpg,77.26,0.29,0,2.33,6.53
portrait-of-leonillo-d-este.jpg,60.47,6.98,0,2.33,2.56
portrait-of-louis-du-vergier-1819.jpg,65.12,2.33,0,2.33,0
portrait-of-louis-ii-of-hungary.jpg,36.36,0,6.06,6.06,0
portrait-of-madame-courcelles-1750.jpg,83.02,0,0,0,10.42
portrait-of-madame-de-pompadour.jpg,75.44,0,0,0,13.73
portrait-of-madame-de-pompadour.jpg,58.46,6.15,0,3.08,5.08
portrait-of-madame-de-stael-as-corinne-1808.jpg,65.85,7.32,0,2.44,5.71
portrait-of-madame-maria-zeffirina-1751.jpg,78.84,1.59,0,1.59,21.62
portrait-of-madame-marie-clerc-1974.jpg,65.67,2.99,1.49,1.49,4.92
portrait-of-margaret-of-austria-portrait-of-a-young-princess-1.jpg,30.77,5.77,1.92,21.15,2.08
portrait-of-maria-bicknell-1816.jpg,58.33,0,0,8.33,9.3
portrait-of-maria-dyakova-1778.jpg,62.96,1.85,0,7.41,8
portrait-of-maria-teresa-de-vallabriga-on-horseback-1783.jpg,64.86,0,0,0,0
portrait-of-marie-antoinette-1780.jpg,66.67,0,0,11.67,3.57
portrait-of-martin-luther-as-an-augustinian-monk.jpg,48.05,7.79,2.6,10.39,6.94
portrait-of-maude-abrantes-1907(1).jpg,8.93,23.21,3.57,48.21,0
portrait-of-max-ernst-1939.jpg,29.79,16.1,1.71,28.77,0.35
portrait-of-miss-dora-wheeler-1.jpg,46.34,0,0,4.88,0
portrait-of-moise-kisling-1915.jpg,35.85,15.09,0,9.43,0
portrait-of-mrs-e-bethune.jpg,72.5,0,0,0,0
portrait-of-nicolaas-rockox-1600.jpg,51.52,0,3.03,0,0
portrait-of-paul-johann-ludwig-von-heyse-1853(1).jpg,73.17,2.44,0,0,0
portrait-of-paul-of-russia-dressed-as-chevalier-of-the-order-of-st-andrew-1760.jpg,65.22,2.17,0,0,0
portrait-of-pauline-bonaparte-1808.jpg,71.43,0,0,2.86,3.12
portrait-of-phyllis-sj-str-m-1914.jpg,33.33,10.42,0,8.33,0
portrait-of-prince-henry-lubomirski-as-the-genius-of-fame-1789.jpg,65.45,3.64,0,0,10.2
portrait-of-semen-ivanovich-mordvinov-as-chevalier-of-the-order-of-st-andrew-1771.jpg,61.22,4.08,0,0,4.76
portrait-of-simonetta-vespucci-as-cleopatra-1490.jpg,82.93,0,0,0,2.78
portrait-of-sir-thomas-more-1527.jpg,45.71,2.86,5.71,0,0
portrait-of-the-artist-1821.jpg,82.22,0,0,0,2.44
portrait-of-the-artist-1879.jpg,60.14,4.47,1.03,6.53,1.05
portrait-of-the-artist-a-milman-1917.jpg,37.78,13.33,0,13.33,0
portrait-of-the-artist.jpg,59.09,0,0,0,0
portrait-of-the-author-feodor-dostoyevsky-1872.jpg,43.17,5.54,0.74,25.09,2.26
portrait-of-the-comtesse-du-barry-1771.jpg,60,0,2,10,4.35
portrait-of-the-cuspinian-family.jpg,57.69,0,0,9.62,10.87
portrait-of-the-donor-1504.jpg,59.57,4.26,0,6.38,2.33
portrait-of-the-empress-josephine-1805.jpg,67.79,7.05,0.67,4.36,7.19
portrait-of-the-jonathan-buttall-1770.jpg,63.33,0,0,0,0
portrait-of-the-reverend-robert-walker-skating.jpg,64.44,4.44,2.22,6.67,2.44
portrait-of-thomas-cromwell.jpg,52.5,0,7.5,5,2.86
portrait-of-tristan-tzara-1924.jpg,46.3,9.26,0,5.56,2.08
portrait-of-tristan-tzara-1927.jpg,16.13,12.9,6.45,19.35,0
portrait-of-tsar-peter-i-1717.jpg,63.64,0,0,0,0
portrait-of-two-boys-1783.jpg,80.85,0,0,0,20.93
portrait-of-v-n-surovtseva.jpg,76.74,0,0,0,5.41
portrait-of-vasily-shuhaeva-in-his-studio-1928.jpg,40.54,0,5.41,5.41,0
portrait-of-victoria-of-the-united-kingdom.jpg,45.1,3.92,0,5.88,2.27
portrait-of-vsevolod-meyerhold-1916.jpg,17.65,15.69,7.84,13.73,0
portrait-of-wassily-kandinsky-1906.jpg,38.64,4.55,0,0,0
portrait-thought-to-be-judith-dobson-1634-1640-1.jpg,63.64,0,0,4.55,18.92
