A,B,C,posemo,anx,anger,sad,affiliation
577287caedc2cb388008280f,still-life-1958.jpg,"['humility', 'happiness', 'anticipation', 'happiness', 'fear', 'fear', 'happiness', 'humility', 'anticipation  surprise', 'agreeableness', 'other', 'surprise', 'happiness  optimism  anticipation', 'disgust  anticipation', 'anticipation', 'disgust', 'other', 'disagreeableness', 'surprise', 'happiness', 'anger', 'happiness', 'disgust  disagreeableness  surprise', 'disgust', 'trust  gratitude', 'anticipation', 'anticipation', 'surprise', 'surprise', 'sadness', 'trust  anticipation  surprise', 'surprise', 'surprise', 'sadness', 'other', 'other', 'disgust', 'humility', 'sadness', 'trust  happiness  love', 'surprise', 'happiness  optimism', 'anger  pessimism', 'humility', 'anticipation', 'surprise', 'surprise', 'optimism  pessimism', 'anticipation  shyness', 'disagreeableness', 'humility  fear  anticipation', 'surprise', 'humility', 'anticipation  surprise', 'surprise', 'humility', 'humility  love', 'agreeableness  anticipation', 'happiness', 'humility', 'optimism  anticipation', 'gratitude  happiness  love  disgust  pessimism  sadness  disagreeableness  surprise  shyness', 'anticipation  surprise', 'trust', 'surprise', 'humility  anticipation  surprise', 'surprise', 'agreeableness', 'fear  anticipation', 'happiness', 'anticipation', 'other', 'trust  humility  happiness', 'optimism  sadness', 'humility', 'happiness', 'humility', 'happiness  optimism', 'sadness', 'fear', 'optimism', 'humility', 'disgust  fear', 'agreeableness', 'happiness  other', 'disagreeableness', 'humility  happiness', 'happiness  agreeableness', 'agreeableness', 'disgust', 'other', 'sadness  disagreeableness', 'surprise', 'sadness', 'anger  sadness', 'happiness  optimism', 'disgust  disagreeableness', 'disgust', 'trust  gratitude', 'optimism', 'anticipation', 'surprise', 'surprise', 'regret  sadness', 'trust  anticipation  surprise', 'surprise', 'surprise', 'pessimism', 'fear  pessimism  sadness', 'other', 'disgust  sadness', 'humility', 'fear', 'love  sadness', 'sadness', 'happiness  optimism', 'anger', 'happiness  love', 'anticipation', 'happiness  anticipation', 'surprise', 'anticipation', 'humility', 'surprise', 'humility  disgust  fear  pessimism  regret  disagreeableness', 'surprise', 'humility', 'anticipation  surprise', 'surprise', 'happiness', 'gratitude  humility', 'anticipation  surprise', 'sadness', 'gratitude', 'love  optimism', 'trust  humility  happiness  love  arrogance  disgust  pessimism  regret  sadness  anticipation  surprise', 'sadness  shyness', 'humility', 'surprise', 'anticipation  surprise', 'humility', 'love', 'fear  sadness', 'love  pessimism  agreeableness', 'optimism', 'other', 'arrogance  fear  regret', 'sadness']",42.49,6.01,1.72,13.3,3.91
577276bfedc2cb3880d28492,rooks-have-returned-1871(1).jpg,"['humility', 'happiness', 'humility  happiness', 'happiness  pessimism  sadness  shyness', 'humility  pessimism  sadness', 'happiness', 'trust', 'sadness', 'happiness', 'humility  optimism', 'humility', 'happiness', 'sadness', 'happiness  optimism  anticipation', 'happiness', 'happiness', 'happiness  anticipation', 'sadness', 'gratitude  happiness', 'trust', 'sadness', 'humility  happiness  love  optimism', 'pessimism  disagreeableness  surprise', 'humility', 'trust  gratitude', 'happiness', 'trust  happiness', 'humility  happiness', 'humility', 'regret  sadness', 'trust  humility  anticipation  surprise', 'happiness  sadness', 'happiness', 'pessimism  shyness', 'fear  sadness', 'humility  happiness', 'trust  happiness', 'sadness', 'agreeableness', 'fear  pessimism  sadness', 'trust  happiness', 'humility  optimism', 'trust  gratitude', 'sadness', 'anticipation', 'pessimism  shyness', 'happiness', 'happiness  optimism', 'happiness', 'trust  happiness', 'gratitude  humility  love  fear  sadness  surprise', 'anticipation', 'sadness', 'happiness  sadness', 'happiness', 'humility', 'happiness  shame', 'happiness  agreeableness', 'happiness', 'sadness', 'love  anticipation  shyness', 'trust  humility  love  anger  pessimism  sadness  agreeableness  anticipation  shyness', 'sadness', 'humility', 'happiness', 'love', 'humility', 'regret  sadness', 'optimism  sadness', 'fear', 'happiness', 'happiness  optimism', 'arrogance  shame', 'disgust', 'humility  optimism', 'happiness', 'humility  happiness', 'happiness  love  optimism', 'pessimism  sadness', 'love', 'happiness', 'humility', 'trust  happiness  optimism', 'humility  agreeableness', 'happiness', 'trust  happiness', 'gratitude  happiness  optimism  sadness', 'happiness  anticipation', 'happiness', 'happiness', 'happiness', 'optimism  regret', 'gratitude  happiness', 'love', 'optimism  anticipation', 'humility  happiness', 'happiness  anticipation  surprise', 'humility', 'trust  gratitude', 'optimism', 'gratitude  happiness', 'humility  happiness  optimism', 'humility', 'regret  sadness', 'trust  gratitude  anticipation  surprise', 'fear  sadness', 'happiness', 'pessimism  sadness', 'optimism', 'humility  sadness', 'trust  happiness  optimism', 'optimism', 'agreeableness', 'regret  sadness', 'trust  humility', 'humility  optimism', 'trust  gratitude  happiness  sadness', 'love  anticipation', 'trust  humility', 'sadness', 'happiness', 'happiness', 'happiness  optimism', 'trust  humility  happiness  fear  disagreeableness', 'trust  gratitude  happiness  love  sadness  agreeableness', 'anticipation', 'sadness', 'humility  sadness', 'pessimism', 'happiness', 'trust', 'happiness  anticipation', 'happiness', 'arrogance  sadness', 'humility  shyness', 'trust  gratitude  happiness  optimism  disgust  pessimism  regret  shame  agreeableness  disagreeableness  anticipation  surprise', 'sadness', 'humility', 'happiness  optimism', 'love  disgust', 'humility', 'fear  sadness', 'happiness  optimism  sadness', 'happiness  optimism  shame  anticipation', 'happiness  optimism', 'happiness  optimism', 'arrogance  pessimism  sadness', 'optimism']",52.61,5.92,0.35,19.16,3.89
577278dbedc2cb3880d949be,vegetable-fields.jpg,"['happiness', 'happiness  optimism', 'humility', 'anticipation', 'humility  happiness', 'happiness', 'humility  love', 'disgust', 'anticipation  surprise', 'trust  happiness', 'happiness  anticipation', 'happiness  optimism', 'anticipation', 'happiness  optimism', 'happiness  optimism', 'happiness  optimism', 'trust', 'anticipation  surprise', 'fear', 'disgust', 'happiness', 'trust  happiness', 'happiness  optimism', 'trust  humility  optimism  agreeableness', 'happiness  optimism', 'happiness  love  optimism', 'happiness  optimism', 'happiness  love', 'happiness', 'optimism', 'disagreeableness', 'anticipation', 'anticipation', 'anticipation', 'happiness', 'optimism', 'happiness', 'happiness  anticipation  surprise', 'trust', 'gratitude  happiness  optimism', 'optimism', 'happiness  optimism', 'humility  happiness', 'gratitude  happiness', 'happiness  optimism', 'happiness', 'trust', 'fear  pessimism  sadness', 'anticipation  surprise', 'sadness  surprise', 'happiness  optimism  anticipation', 'surprise', 'gratitude  happiness  love', 'trust  gratitude  anticipation  surprise', 'happiness  optimism', 'surprise', 'optimism', 'humility  happiness  optimism', 'happiness', 'happiness', 'happiness', 'trust', 'anticipation', 'gratitude  happiness  love', 'anticipation', 'trust  gratitude  happiness  anger  disgust  regret  sadness  agreeableness  surprise  shyness', 'surprise', 'anticipation', 'happiness', 'happiness  optimism', 'happiness  disagreeableness', 'humility  happiness', 'happiness  optimism', 'humility', 'optimism', 'humility  happiness', 'happiness', 'humility  happiness', 'disgust', 'happiness', 'trust  happiness', 'anticipation', 'happiness  optimism', 'anticipation', 'happiness', 'happiness  optimism', 'happiness  optimism', 'trust', 'surprise', 'agreeableness', 'disgust', 'happiness  optimism', 'trust  happiness  optimism', 'happiness', 'trust  optimism  agreeableness', 'trust  humility', 'gratitude  happiness  optimism', 'gratitude  happiness  optimism', 'humility  happiness  love', 'happiness', 'happiness  love  optimism', 'happiness', 'surprise', 'anticipation', 'trust', 'optimism', 'gratitude  optimism', 'happiness', 'happiness  anticipation  surprise', 'happiness', 'happiness  love  optimism', 'optimism', 'happiness  optimism', 'humility  happiness', 'happiness  optimism', 'humility  happiness  optimism', 'happiness', 'trust', 'optimism  surprise', 'happiness', 'optimism  surprise', 'gratitude  humility  happiness  surprise', 'surprise', 'love  optimism', 'trust  happiness  anticipation  surprise', 'happiness  optimism', 'surprise', 'optimism', 'humility  optimism', 'happiness', 'happiness', 'optimism', 'trust  happiness  optimism', 'anticipation', 'gratitude  happiness  optimism', 'anticipation', 'trust  happiness  love  optimism  anger  fear  regret  shame  disagreeableness  surprise', 'humility  anticipation  surprise', 'happiness', 'happiness', 'happiness  optimism', 'gratitude  humility  agreeableness']",74.9,1.9,0.76,2.28,3.86
58667c95edc2cd757c430d56,santa-caterina-d-alessandria.jpg,"['anticipation', 'trust', 'trust  sadness', 'trust', 'sadness', 'sadness', 'sadness', 'fear', 'disgust', 'pessimism  sadness', 'anticipation', 'trust  humility', 'trust  love', 'trust', 'trust  fear', 'sadness', 'happiness', 'pessimism', 'arrogance  disgust', 'trust']",31.25,6.25,0,25,3.85
577275a5edc2cb3880cece06,the-body-of-the-dead-christ-in-the-tomb-1521.jpg,"['fear', 'shame', 'humility  sadness  shyness', 'fear', 'pessimism  sadness  shame', 'disgust  fear  sadness', 'sadness', 'fear  sadness', 'trust  gratitude  humility', 'trust  gratitude  humility  happiness  love  optimism  sadness  agreeableness  surprise', 'trust  gratitude', 'sadness  shame', 'gratitude  love  sadness  disagreeableness', 'fear  pessimism', 'fear  pessimism  regret  shame', 'disgust', 'sadness', 'sadness', 'trust  gratitude  humility', 'trust  gratitude  happiness  agreeableness  anticipation']",33.33,19.3,0,24.56,3.85
577281efedc2cb3880f61b8f,afternoon-1971.jpg,"['sadness', 'fear', 'surprise', 'anticipation  surprise', 'disgust', 'fear  pessimism', 'surprise', 'sadness', 'arrogance', 'surprise', 'fear', 'sadness', 'love', 'happiness', 'fear', 'disgust', 'fear  sadness', 'surprise', 'sadness', 'fear', 'humility', 'anticipation  surprise']",25.81,19.35,0,19.35,3.85
57727fbfedc2cb3880eed694,the-doll-second-series-1938.jpg,"['trust  anticipation  surprise', 'fear', 'trust  humility  happiness  love  optimism  anger  disgust  pessimism  regret  sadness  agreeableness  anticipation', 'anticipation', 'anticipation', 'trust', 'surprise', 'anticipation  surprise', 'disgust', 'sadness', 'trust  anticipation  surprise', 'fear  pessimism', 'trust  gratitude  happiness  love  anger  disgust  regret  sadness  shame  agreeableness  anticipation  surprise', 'anticipation  surprise', 'anticipation', 'anticipation  surprise', 'surprise', 'anticipation  surprise', 'disgust', 'fear  sadness']",39.29,7.14,3.57,14.29,3.85
57728a6dedc2cb38801102f5,kirkcudbright-castle-reflections-1916.jpg,"['humility', 'humility  optimism', 'happiness', 'happiness', 'optimism', 'humility', 'gratitude  happiness  love  anger  fear  regret  disagreeableness  surprise  shyness', 'sadness', 'humility', 'humility  shame', 'humility  optimism', 'happiness', 'happiness  anticipation  surprise', 'happiness', 'humility', 'humility  optimism', 'happiness', 'happiness', 'optimism', 'humility', 'gratitude  love  disgust  pessimism  shame  anticipation  surprise', 'sadness', 'humility', 'humility  shame', 'humility  optimism', 'happiness', 'happiness  anticipation  surprise', 'happiness']",43.86,8.77,1.75,7.02,3.85
57728503edc2cb3880ffb7c6,artist-s-family.jpg,"['trust', 'happiness', 'trust  humility', 'optimism  sadness', 'trust  humility', 'trust  gratitude  humility  optimism', 'happiness', 'humility  sadness', 'gratitude  humility  anticipation  surprise', 'humility', 'humility  happiness', 'humility', 'trust', 'happiness', 'trust  gratitude  happiness', 'trust  optimism  sadness', 'trust  humility', 'humility  happiness  love  optimism', 'humility  happiness', 'trust  humility  pessimism', 'trust  gratitude  humility  anticipation  surprise', 'humility  happiness  love', 'humility', 'humility']",52.63,0,0,7.02,3.85
57727f76edc2cb3880ee0ae9,a-primary-picture-1964.jpg,"['surprise', 'surprise', 'surprise', 'happiness', 'humility', 'humility', 'anticipation  surprise', 'optimism', 'anticipation', 'surprise', 'disgust', 'surprise', 'love', 'surprise', 'happiness', 'humility  fear  pessimism  regret', 'humility', 'anticipation', 'optimism', 'shame', 'surprise', 'disgust']",40.62,6.25,0,6.25,3.85
577280a5edc2cb3880f1dc7b,the-absolutely-naked-fragrance-1967.jpg,"['anticipation', 'disgust', 'surprise', 'pessimism', 'shyness', 'other', 'surprise', 'disagreeableness', 'surprise', 'surprise', 'disgust', 'pessimism', 'anticipation', 'disgust', 'surprise', 'disgust', 'shyness', 'other', 'anticipation  surprise', 'disagreeableness', 'arrogance', 'surprise', 'disgust', 'humility  love']",25,6.25,0,6.25,3.85
57728649edc2cb388003a777,ossian-receiving-the-ghosts-of-the-french-heroes-1801(1).jpg,"['trust  happiness', 'humility  optimism', 'happiness  love  disagreeableness', 'trust', 'trust  gratitude  anger  fear  disagreeableness  anticipation', 'trust', 'optimism  sadness  shame', 'trust  gratitude  optimism', 'trust  anger', 'trust  gratitude  optimism  agreeableness', 'trust  fear', 'humility', 'happiness  love  optimism', 'trust', 'trust  anger  arrogance  fear  disagreeableness  anticipation', 'happiness', 'fear  sadness  shame', 'trust  gratitude  optimism', 'trust  anger', 'trust  gratitude  agreeableness']",57.14,10.71,7.14,3.57,3.85
577284fbedc2cb3880ffaae4,paradise-paradise-1999.jpg,"['humility', 'happiness', 'surprise', 'surprise', 'surprise', 'anticipation  surprise', 'surprise', 'regret', 'disgust', 'happiness', 'surprise', 'humility', 'happiness', 'happiness  optimism  surprise', 'love', 'optimism', 'happiness', 'surprise', 'shame', 'optimism  disgust', 'happiness', 'happiness']",63.33,3.33,0,3.33,3.85
57728393edc2cb3880fb3168,the-port-le-havre-1906.jpg,"['happiness', 'happiness', 'happiness', 'optimism', 'happiness', 'happiness', 'sadness', 'humility  happiness', 'happiness', 'happiness  optimism', 'happiness', 'happiness', 'happiness', 'happiness  optimism', 'happiness', 'humility', 'anticipation', 'humility  happiness', 'happiness', 'happiness  love  optimism']",70,0,0,3.33,3.85
57728742edc2cb388006c6f8,the-dramatic-history-of-an-egg-1967.jpg,"['anticipation', 'anticipation', 'disgust', 'trust  humility  love  agreeableness', 'anticipation', 'surprise', 'fear', 'other', 'humility', 'surprise', 'surprise', 'anticipation  surprise', 'disgust', 'sadness  surprise  shyness', 'anticipation', 'surprise', 'surprise', 'other', 'humility', 'surprise']",35.48,6.45,0,3.23,3.85
577282f3edc2cb3880f956a0,carta-do-l-bano-1966.jpg,"['disgust', 'gratitude', 'anticipation  surprise', 'surprise', 'anticipation  surprise', 'disgust', 'anticipation', 'surprise', 'other', 'anticipation  surprise', 'disgust', 'love', 'surprise', 'surprise', 'anticipation  surprise', 'disgust', 'humility  anticipation', 'surprise', 'other', 'anticipation  surprise']",37.5,0,0,0,3.85
57728595edc2cb388001952c,femme-aux-deux-visages-1926.jpg,"['shame', 'anger', 'fear', 'sadness', 'anticipation', 'humility  fear  surprise', 'fear  regret', 'arrogance', 'surprise', 'fear', 'trust  fear  shame', 'humility  fear  shyness', 'optimism', 'sadness  shame', 'anticipation  shyness', 'sadness', 'disgust', 'anger  disgust  pessimism', 'fear', 'arrogance  sadness', 'disgust', 'surprise', 'surprise', 'surprise', 'gratitude', 'anger  surprise', 'anticipation  surprise', 'humility  surprise', 'shame', 'love', 'anticipation', 'surprise', 'fear  surprise', 'anticipation', 'surprise', 'fear  regret', 'disgust  fear', 'optimism', 'anger', 'surprise', 'happiness', 'happiness', 'fear', 'trust  happiness  love  anticipation  surprise', 'anger', 'anger  disgust  fear', 'fear  shyness', 'anticipation', 'surprise', 'surprise', 'fear', 'fear  surprise', 'surprise', 'anger', 'humility  optimism  agreeableness', 'fear  sadness  anticipation', 'anger  arrogance  fear  regret  disagreeableness', 'arrogance', 'fear', 'anger', 'love  sadness', 'surprise', 'trust', 'sadness', 'surprise', 'trust', 'anticipation', 'love', 'fear  shame', 'fear  pessimism', 'trust  sadness', 'surprise', 'love', 'sadness  shame', 'anger', 'fear', 'sadness', 'anticipation', 'gratitude  arrogance  disagreeableness', 'fear  sadness', 'arrogance', 'surprise', 'sadness  shame', 'humility  anticipation  surprise', 'gratitude  pessimism  surprise', 'optimism', 'sadness  shame', 'anticipation  surprise', 'surprise', 'disgust', 'anger  disgust', 'fear', 'arrogance', 'disgust', 'surprise', 'sadness  shame', 'surprise', 'gratitude', 'shame  anticipation', 'anticipation  surprise', 'humility  surprise', 'shame', 'trust', 'anticipation', 'surprise', 'anticipation  surprise', 'anticipation  surprise', 'surprise', 'arrogance  disgust', 'disgust  fear', 'happiness', 'anger', 'surprise', 'happiness', 'happiness  arrogance', 'fear', 'trust  happiness  love  anticipation  surprise', 'anger', 'anger  disgust  fear', 'fear  sadness  shyness', 'surprise', 'agreeableness', 'surprise', 'fear', 'fear  pessimism  surprise', 'surprise', 'anger  anticipation', 'pessimism', 'fear  sadness  anticipation  surprise', 'arrogance  disgust  pessimism  sadness  shame  shyness', 'anticipation', 'fear', 'anger', 'love  sadness', 'surprise', 'trust  humility  happiness  optimism  anticipation  surprise', 'pessimism', 'surprise', 'gratitude', 'anticipation', 'love', 'fear  pessimism  sadness', 'disgust  fear', 'trust  happiness  sadness', 'surprise', 'love']",34.87,21.01,6.72,13.03,3.83
57727de7edc2cb3880e91ffc,pitlessie-fair-1804.jpg,"['humility  happiness  optimism  anticipation', 'humility', 'trust  humility', 'trust  happiness  love  arrogance  fear  regret  agreeableness  disagreeableness  surprise', 'happiness', 'happiness', 'happiness', 'surprise', 'humility  happiness', 'happiness', 'happiness', 'optimism', 'fear  disagreeableness', 'optimism  anticipation', 'humility  happiness', 'optimism', 'gratitude', 'humility  anticipation', 'humility  happiness', 'sadness  shame', 'love  optimism', 'happiness', 'optimism', 'humility', 'happiness', 'humility', 'happiness', 'anticipation', 'disgust  fear  sadness  disagreeableness  surprise', 'humility', 'anticipation', 'anticipation', 'humility', 'humility', 'humility', 'humility  happiness  love  optimism', 'humility  disagreeableness', 'happiness  optimism  anticipation', 'humility', 'fear  sadness  shame', 'humility  optimism', 'happiness  optimism', 'humility  happiness', 'happiness  love', 'humility', 'anticipation', 'happiness', 'trust  optimism', 'happiness', 'optimism', 'gratitude', 'pessimism', 'gratitude  happiness', 'humility  agreeableness', 'trust  gratitude  happiness  love  optimism  arrogance  disgust  fear  pessimism  agreeableness  disagreeableness  shyness', 'arrogance  agreeableness  disagreeableness', 'happiness  love  optimism', 'gratitude  humility', 'happiness', 'anticipation', 'humility', 'humility  optimism', 'trust  agreeableness', 'gratitude', 'anticipation', 'humility  fear  disagreeableness', 'optimism', 'optimism  anticipation', 'humility  happiness  optimism  anticipation', 'humility', 'trust  humility  agreeableness', 'gratitude  happiness  love  arrogance  fear  regret  disagreeableness  anticipation  surprise', 'happiness', 'happiness', 'humility', 'surprise', 'happiness', 'happiness', 'happiness', 'optimism', 'fear  disagreeableness', 'optimism  anticipation', 'humility  happiness', 'trust', 'trust', 'anticipation', 'humility', 'fear  shame', 'agreeableness', 'happiness', 'happiness  optimism', 'humility', 'trust  optimism', 'humility', 'happiness', 'happiness', 'disgust  fear  sadness  disagreeableness  anticipation  surprise', 'humility', 'anticipation', 'agreeableness', 'humility', 'humility', 'humility', 'trust  gratitude  humility  happiness  love  optimism', 'humility  disagreeableness', 'happiness  optimism  anticipation  surprise', 'trust  humility', 'sadness  disagreeableness', 'happiness  optimism', 'gratitude  humility', 'humility  happiness', 'happiness', 'humility  happiness', 'anticipation', 'happiness', 'humility  happiness', 'happiness', 'happiness  optimism', 'happiness', 'fear  pessimism', 'gratitude  happiness  optimism', 'optimism  agreeableness', 'trust  gratitude  happiness  love  arrogance  fear  regret  shame  agreeableness  anticipation  surprise', 'trust  arrogance  agreeableness', 'happiness  love  optimism', 'happiness', 'trust  happiness', 'anticipation', 'optimism', 'optimism', 'trust  agreeableness', 'trust  gratitude', 'anticipation', 'humility  fear  anticipation', 'optimism', 'happiness  optimism  anticipation']",53.93,6.74,0,4.12,3.82
57727f1cedc2cb3880ecf003,the-night-is-liquid-1972.jpg,"['optimism  anticipation', 'happiness  optimism', 'anticipation  surprise', 'trust  gratitude  humility  arrogance  fear  regret  agreeableness  disagreeableness  surprise', 'optimism', 'anticipation  surprise', 'happiness', 'surprise', 'happiness', 'surprise', 'anticipation', 'optimism', 'gratitude  happiness  agreeableness', 'anticipation  surprise', 'disgust', 'anticipation', 'sadness', 'sadness', 'optimism  agreeableness', 'humility', 'optimism', 'disgust', 'surprise', 'optimism', 'surprise', 'happiness', 'happiness', 'happiness  optimism', 'optimism  anticipation  surprise', 'optimism', 'other', 'trust', 'other', 'happiness', 'trust', 'happiness  love  optimism', 'happiness  optimism', 'anticipation  surprise', 'happiness', 'anticipation  surprise', 'happiness  anticipation', 'happiness  love  optimism', 'humility  happiness', 'happiness', 'happiness  sadness', 'anticipation', 'happiness', 'happiness', 'surprise', 'optimism', 'anger', 'love', 'happiness', 'humility  disgust', 'trust  humility  optimism  arrogance  disgust  pessimism  regret  agreeableness  surprise  shyness', 'surprise', 'surprise', 'love  optimism', 'anticipation  surprise', 'happiness  love', 'happiness', 'anticipation  surprise', 'surprise', 'happiness', 'trust  surprise', 'fear  surprise', 'optimism', 'fear', 'optimism  anticipation  surprise', 'happiness  optimism', 'agreeableness  anticipation', 'gratitude  humility  happiness  love  arrogance  fear  pessimism  regret  agreeableness  anticipation  surprise  shyness', 'optimism', 'anticipation  surprise', 'humility', 'surprise', 'surprise', 'surprise', 'anticipation', 'optimism', 'fear  sadness', 'anticipation  surprise', 'disgust', 'anticipation', 'trust', 'sadness', 'optimism  agreeableness', 'happiness', 'anger  fear', 'happiness', 'surprise', 'optimism', 'happiness  anticipation', 'happiness', 'happiness', 'happiness  optimism', 'humility  anticipation  surprise', 'happiness', 'surprise', 'trust', 'anticipation', 'happiness', 'trust', 'gratitude  humility  happiness  love  optimism', 'humility  happiness', 'sadness  anticipation  surprise', 'happiness', 'anticipation  surprise', 'humility  happiness  anticipation', 'happiness  love', 'humility  happiness  surprise', 'happiness', 'sadness', 'anticipation', 'optimism', 'happiness  optimism', 'anticipation  surprise', 'surprise', 'disagreeableness', 'love', 'sadness  surprise', 'regret  agreeableness', 'gratitude  happiness  arrogance  fear  sadness  agreeableness  disagreeableness  surprise', 'sadness', 'surprise', 'optimism', 'disgust  fear', 'happiness  optimism', 'humility', 'fear  surprise  shyness', 'surprise', 'happiness  anticipation', 'happiness  surprise', 'fear  surprise', 'optimism', 'disgust']",61,5.39,0.83,6.64,3.81
577283caedc2cb3880fbd957,la-petite-1916.jpg,"['surprise', 'surprise', 'gratitude  happiness  fear  regret  disagreeableness  surprise', 'surprise', 'surprise', 'surprise', 'happiness', 'shyness', 'surprise', 'trust  gratitude  humility  happiness  love  optimism  anger  arrogance  disgust  fear  pessimism  regret  sadness  shame  agreeableness  disagreeableness  anticipation  surprise  shyness', 'optimism', 'anticipation  surprise', 'anticipation', 'fear  pessimism', 'surprise', 'anticipation', 'gratitude  love  anger  disgust  disagreeableness  anticipation', 'surprise', 'surprise', 'surprise', 'happiness', 'sadness', 'optimism', 'trust  gratitude  humility  happiness  love  optimism  anger  arrogance  disgust  fear  pessimism  regret  sadness  shame  agreeableness  disagreeableness  anticipation  surprise  shyness', 'optimism', 'anticipation  surprise', 'anticipation', 'happiness  fear  agreeableness']",45.78,12.05,3.61,10.84,3.8
59c8e3f6edc2c942f022b9da,albin-egger-lienz-002.jpg,"['disgust  fear', 'trust  humility  love  arrogance  disgust  anticipation  shyness', 'sadness  shame', 'regret  sadness  shame', 'fear  surprise', 'fear', 'surprise  shyness', 'pessimism  sadness', 'shame', 'trust', 'pessimism  sadness', 'fear  sadness', 'fear  pessimism', 'trust  love  pessimism  sadness  shyness', 'sadness  shame', 'arrogance  regret  sadness  shame', 'disgust  fear', 'fear', 'surprise  shyness', 'pessimism  sadness', 'shame', 'trust', 'pessimism  sadness', 'fear  sadness']",14.75,29.51,0,31.15,3.77
577278d5edc2cb3880d94196,three-ages-of-man-and-three-graces-1539.jpg,"['trust', 'fear', 'anticipation  surprise', 'optimism  sadness', 'trust  disgust  fear', 'trust  gratitude  love  fear  pessimism  anticipation  surprise', 'disgust  fear  sadness', 'happiness  optimism  anger  arrogance  pessimism  sadness', 'disgust  shame', 'anger', 'trust', 'anticipation', 'sadness  surprise', 'trust  optimism  fear', 'disgust  pessimism', 'trust  love  regret  anticipation  surprise', 'fear  pessimism', 'happiness  optimism  disgust  pessimism  sadness', 'fear  pessimism  shame', 'anger']",32.76,15.52,5.17,20.69,3.77
57727f75edc2cb3880ee0917,les-m-tamorphoses-1929.jpg,"['surprise', 'love', 'sadness', 'disgust  sadness', 'trust', 'trust  optimism', 'gratitude  happiness  optimism', 'trust  happiness  anticipation  surprise', 'fear', 'fear  regret  shame  anticipation  surprise', 'happiness', 'disgust  sadness', 'fear  sadness  surprise', 'fear', 'love', 'sadness', 'disgust  regret  sadness', 'trust', 'trust  optimism', 'gratitude  happiness  optimism', 'trust  happiness  anticipation  surprise', 'happiness', 'fear  anticipation  surprise', 'optimism', 'disgust  disagreeableness', 'fear  pessimism  sadness']",46.55,12.07,0,17.24,3.77
57726e1aedc2cb3880b5f7a5,triptych-of-the-nativity-1470.jpg,"['other', 'trust', 'regret  sadness  shame', 'sadness', 'trust  gratitude', 'trust', 'anger  disgust  fear  regret  shame', 'trust', 'trust  gratitude', 'sadness', 'trust  gratitude  humility  disgust  anticipation  surprise', 'other', 'trust', 'regret  sadness  shame  anticipation', 'humility  love', 'trust', 'trust', 'anger  disgust  fear  regret  shame', 'trust  humility  happiness  love', 'trust  gratitude', 'trust  optimism', 'trust  gratitude  humility  disgust  anticipation  surprise']",40,10,3.33,13.33,3.77
57727ee7edc2cb3880ec4fd6,terem-palace.jpg,"['happiness', 'happiness', 'trust  arrogance', 'happiness', 'trust  gratitude  love  disgust  pessimism  sadness  anticipation  surprise  shyness', 'trust  happiness  agreeableness  anticipation', 'trust', 'trust  humility  agreeableness', 'trust', 'optimism', 'trust', 'trust', 'happiness', 'trust  arrogance', 'humility', 'gratitude  happiness  love  disgust  pessimism  regret  sadness  shame  disagreeableness  anticipation  surprise  shyness', 'trust  happiness  agreeableness  anticipation', 'trust', 'trust', 'trust', 'happiness  optimism', 'trust  optimism']",57.63,5.08,0,8.47,3.77
57728468edc2cb3880fdd007,blanche-rose-1982.jpg,"['humility', 'happiness  optimism  surprise', 'humility', 'other', 'shyness', 'happiness', 'humility  happiness  love  arrogance  disgust  fear  regret  disagreeableness  anticipation  surprise  shyness', 'anticipation  surprise', 'surprise', 'humility', 'happiness', 'humility', 'happiness  optimism  anticipation  surprise', 'humility', 'love', 'humility  happiness', 'happiness', 'trust  gratitude  humility  happiness  optimism  anger  disgust  pessimism  sadness  agreeableness  disagreeableness  surprise', 'trust  happiness  agreeableness', 'anticipation', 'humility  happiness', 'happiness']",47.37,5.26,1.75,5.26,3.77
57727d86edc2cb3880e7e480,jolly-toper-1629.jpg,"['happiness', 'happiness', 'happiness  optimism', 'happiness', 'gratitude  happiness  love  fear  pessimism  regret  shame  disagreeableness  surprise  shyness', 'gratitude  happiness  optimism  agreeableness', 'trust', 'trust', 'happiness', 'trust  happiness', 'happiness  optimism', 'happiness', 'happiness', 'happiness  optimism', 'happiness', 'gratitude  happiness  love  anger  fear  shame  disagreeableness  anticipation  surprise  shyness', 'gratitude  humility  happiness  optimism  agreeableness', 'trust', 'trust', 'happiness', 'trust  happiness', 'happiness  optimism']",67.8,10.17,1.69,3.39,3.77
5772721eedc2cb3880c414ea,antibes-in-the-morning(1).jpg,"['humility  happiness', 'happiness', 'humility  love  fear  anticipation  shyness', 'happiness', 'humility  happiness', 'humility', 'happiness  optimism', 'gratitude  happiness', 'humility  happiness', 'humility', 'optimism', 'happiness', 'happiness', 'happiness', 'trust  anticipation  surprise', 'humility', 'happiness', 'gratitude  happiness  love  arrogance  fear  sadness  anticipation  surprise', 'happiness', 'humility  happiness', 'humility', 'happiness  optimism', 'happiness', 'humility  happiness', 'gratitude', 'optimism', 'happiness', 'happiness', 'happiness', 'trust  anticipation  surprise']",59.65,5.26,0,1.75,3.77
